ID_NODO_ORIGEN;ID_NODO_DESTINO;COORDENADA_X_x;COORDENADA_Y_x;COORDENADA_X_y;COORDENADA_Y_y
9966;3919;3473;80.0;36.0;80.0;42.0
9967;3919;2957;80.0;36.0;87.0;36.0
9968;3919;2176;80.0;36.0;78.0;36.0
9969;3920;424;54.0;1.0;48.0;1.0
9970;3920;3920;54.0;1.0;54.0;1.0
9971;3921;3606;71.0;57.0;70.0;57.0
9972;3921;2861;71.0;57.0;71.0;61.0
9973;3921;2838;71.0;57.0;70.0;56.0
9974;3921;3190;71.0;57.0;71.0;60.0
9975;3922;3140;7.0;87.0;2.0;87.0
9976;3922;3922;7.0;87.0;7.0;87.0
9977;3922;4340;7.0;87.0;9.0;87.0
9978;3923;3533;71.0;20.0;74.0;20.0
9979;3923;2500;71.0;20.0;71.0;18.0
9980;3923;2591;71.0;20.0;72.0;21.0
9981;3923;3104;71.0;20.0;73.0;20.0
9982;3924;2182;91.0;35.0;90.0;35.0
9983;3924;4089;91.0;35.0;91.0;31.0
9984;3924;3031;91.0;35.0;91.0;39.0
9985;3924;3924;91.0;35.0;91.0;35.0
9986;3924;3994;91.0;35.0;90.0;34.0
9987;3925;3307;58.0;51.0;54.0;51.0
9988;3925;2963;58.0;51.0;58.0;49.0
9989;3925;3247;58.0;51.0;58.0;55.0
9990;3925;3925;58.0;51.0;58.0;51.0
9991;3925;4425;58.0;51.0;61.0;51.0
9992;3925;4453;58.0;51.0;59.0;51.0
9993;3926;3688;52.0;78.0;52.0;75.0
9994;3926;2485;52.0;78.0;52.0;82.0
9995;3926;2709;52.0;78.0;56.0;78.0
9996;3926;2910;52.0;78.0;49.0;78.0
9997;3927;2418;72.0;65.0;72.0;71.0
9998;3927;2356;72.0;65.0;72.0;67.0
9999;3927;3175;72.0;65.0;68.0;65.0
10000;3927;3230;72.0;65.0;73.0;65.0
10001;3928;3701;19.0;72.0;19.0;79.0
10002;3928;2496;19.0;72.0;18.0;71.0
10003;3928;3041;19.0;72.0;19.0;73.0
10004;3928;3152;19.0;72.0;20.0;73.0
10005;3929;3877;5.0;68.0;11.0;68.0
10006;3929;4034;5.0;68.0;5.0;66.0
10007;3929;2607;5.0;68.0;4.0;68.0
10008;3929;3351;5.0;68.0;6.0;68.0
10009;3930;3910;21.0;21.0;21.0;26.0
10010;3930;4408;21.0;21.0;26.0;21.0
10011;3930;3837;21.0;21.0;17.0;21.0
10012;3930;3930;21.0;21.0;21.0;21.0
10013;3930;4054;21.0;21.0;24.0;21.0
10014;3931;3553;75.0;7.0;70.0;7.0
10015;3931;4000;75.0;7.0;75.0;8.0
10016;3931;3931;75.0;7.0;75.0;7.0
10017;3931;4050;75.0;7.0;74.0;8.0
10018;3932;3182;72.0;22.0;69.0;22.0
10019;3932;3993;72.0;22.0;72.0;20.0
10020;3932;2351;72.0;22.0;72.0;25.0
10021;3932;2591;72.0;22.0;72.0;21.0
10022;3933;3389;108.0;73.0;108.0;75.0
10023;3933;3357;108.0;73.0;109.0;73.0
10024;3933;3693;108.0;73.0;108.0;76.0
10025;3933;3933;108.0;73.0;108.0;73.0
10026;3934;199;71.0;24.0;77.0;24.0
10027;3934;2500;71.0;24.0;71.0;18.0
10028;3934;2351;71.0;24.0;72.0;25.0
10029;3934;2820;71.0;24.0;67.0;24.0
10030;3935;3002;75.0;23.0;75.0;27.0
10031;3935;4412;75.0;23.0;82.0;23.0
10032;3935;3682;75.0;23.0;75.0;22.0
10033;3935;3935;75.0;23.0;75.0;23.0
10034;3936;3762;93.0;26.0;95.0;26.0
10035;3936;2406;93.0;26.0;92.0;27.0
10036;3936;3046;93.0;26.0;91.0;26.0
10037;3936;3588;93.0;26.0;93.0;23.0
10038;3937;3652;77.0;3.0;73.0;3.0
10039;3937;4213;77.0;3.0;74.0;3.0
10040;3937;3937;77.0;3.0;77.0;3.0
10041;3938;2447;51.0;40.0;46.0;40.0
10042;3938;3256;51.0;40.0;51.0;33.0
10043;3938;2462;51.0;40.0;51.0;43.0
10044;3938;2520;51.0;40.0;51.0;44.0
10045;3939;3739;58.0;75.0;58.0;74.0
10046;3939;4269;58.0;75.0;64.0;75.0
10047;3939;3405;58.0;75.0;58.0;69.0
10048;3939;2980;58.0;75.0;54.0;75.0
10049;3940;2426;14.0;27.0;20.0;27.0
10050;3940;2706;14.0;27.0;14.0;31.0
10051;3940;3345;14.0;27.0;13.0;27.0
10052;3940;3528;14.0;27.0;14.0;30.0
10053;3941;662;80.0;68.0;80.0;65.0
10054;3941;2214;80.0;68.0;83.0;68.0
10055;3941;3412;80.0;68.0;80.0;69.0
10056;3941;3538;80.0;68.0;79.0;67.0
10057;3942;2727;25.0;45.0;19.0;45.0
10058;3942;4018;25.0;45.0;24.0;45.0
10059;3942;202;25.0;45.0;28.0;45.0
10060;3942;3531;25.0;45.0;25.0;41.0
10061;3943;2698;120.0;32.0;126.0;32.0
10062;3943;4155;120.0;32.0;120.0;31.0
10063;3943;3943;120.0;32.0;120.0;32.0
10064;3943;4171;120.0;32.0;119.0;31.0
10065;3943;4353;120.0;32.0;120.0;36.0
10066;3944;2766;39.0;96.0;32.0;96.0
10067;3944;2422;39.0;96.0;41.0;96.0
10068;3944;3944;39.0;96.0;39.0;96.0
10069;3944;4062;39.0;96.0;35.0;96.0
10070;3944;4468;39.0;96.0;40.0;96.0
10071;3945;2563;29.0;14.0;36.0;14.0
10072;3945;3665;29.0;14.0;29.0;18.0
10073;3945;3945;29.0;14.0;29.0;14.0
10074;3945;4067;29.0;14.0;33.0;14.0
10075;3946;3246;21.0;77.0;21.0;78.0
10076;3946;2165;21.0;77.0;23.0;77.0
10077;3946;2279;21.0;77.0;24.0;77.0
10078;3946;3946;21.0;77.0;21.0;77.0
10079;3947;2885;47.0;84.0;48.0;84.0
10080;3947;2369;47.0;84.0;47.0;90.0
10081;3947;3695;47.0;84.0;51.0;84.0
10082;3947;3947;47.0;84.0;47.0;84.0
10083;3948;2934;23.0;27.0;23.0;22.0
10084;3948;2985;23.0;27.0;23.0;28.0
10085;3948;3015;23.0;27.0;22.0;27.0
10086;3948;3157;23.0;27.0;23.0;23.0
10087;3949;2455;75.0;48.0;72.0;48.0
10088;3949;3956;75.0;48.0;77.0;48.0
10089;3949;4133;75.0;48.0;68.0;48.0
10090;3949;2218;75.0;48.0;75.0;47.0
10091;3950;204;68.0;92.0;68.0;98.0
10092;3950;3232;68.0;92.0;72.0;92.0
10093;3950;3658;68.0;92.0;68.0;93.0
10094;3950;3950;68.0;92.0;68.0;92.0
10095;3950;4345;68.0;92.0;65.0;92.0
10096;3951;2504;59.0;20.0;64.0;20.0
10097;3951;2805;59.0;20.0;59.0;22.0
10098;3951;3558;59.0;20.0;59.0;17.0
10099;3951;3951;59.0;20.0;59.0;20.0
10100;3952;2514;89.0;61.0;89.0;67.0
10101;3952;4243;89.0;61.0;89.0;63.0
10102;3952;3200;89.0;61.0;88.0;61.0
10103;3952;3511;89.0;61.0;91.0;61.0
10104;3953;3890;103.0;81.0;103.0;87.0
10105;3953;2443;103.0;81.0;103.0;84.0
10106;3953;3953;103.0;81.0;103.0;81.0
10107;3954;2294;66.0;-8.0;66.0;-3.0
10108;3954;3954;66.0;-8.0;66.0;-8.0
10109;3954;4268;66.0;-8.0;65.0;-8.0
10110;3955;3847;39.0;23.0;44.0;23.0
10111;3955;2761;39.0;23.0;39.0;30.0
10112;3955;2427;39.0;23.0;39.0;26.0
10113;3955;2781;39.0;23.0;38.0;24.0
10114;3956;3949;77.0;48.0;75.0;48.0
10115;3956;3855;77.0;48.0;77.0;49.0
10116;3956;2929;77.0;48.0;77.0;46.0
10117;3956;2970;77.0;48.0;77.0;52.0
10118;3957;2365;60.0;41.0;60.0;39.0
10119;3957;2204;60.0;41.0;60.0;44.0
10120;3957;2857;60.0;41.0;59.0;42.0
10121;3957;3087;60.0;41.0;59.0;41.0
10122;3958;3833;14.0;50.0;14.0;44.0
10123;3958;2795;14.0;50.0;13.0;50.0
10124;3958;3472;14.0;50.0;15.0;51.0
10125;3958;3878;14.0;50.0;12.0;50.0
10126;3959;2682;105.0;55.0;99.0;55.0
10127;3959;4454;105.0;55.0;105.0;57.0
10128;3959;3838;105.0;55.0;104.0;56.0
10129;3959;3889;105.0;55.0;105.0;51.0
10130;3960;202;33.0;45.0;28.0;45.0
10131;3960;3349;33.0;45.0;33.0;43.0
10132;3960;3960;33.0;45.0;33.0;45.0
10133;3960;4505;33.0;45.0;32.0;44.0
10134;3961;2900;85.0;36.0;79.0;36.0
10135;3961;4457;85.0;36.0;85.0;37.0
10136;3961;3035;85.0;36.0;85.0;35.0
10137;3961;3610;85.0;36.0;88.0;36.0
10138;3962;2788;50.0;13.0;53.0;13.0
10139;3962;2138;50.0;13.0;52.0;13.0
10140;3962;2530;50.0;13.0;50.0;11.0
10141;3962;3962;50.0;13.0;50.0;13.0
10142;3962;4239;50.0;13.0;50.0;16.0
10143;3962;4258;50.0;13.0;50.0;14.0
10144;3962;4421;50.0;13.0;49.0;13.0
10145;3963;2489;80.0;73.0;75.0;73.0
10146;3963;2209;80.0;73.0;80.0;66.0
10147;3963;3719;80.0;73.0;73.0;73.0
10148;3963;3412;80.0;73.0;80.0;69.0
10149;3964;3345;6.0;27.0;13.0;27.0
10150;3964;4131;6.0;27.0;-1.0;27.0
10151;3964;3964;6.0;27.0;6.0;27.0
10152;3965;3254;67.0;8.0;67.0;12.0
10153;3965;3757;67.0;8.0;69.0;8.0
10154;3965;3965;67.0;8.0;67.0;8.0
10155;3966;2442;99.0;42.0;99.0;49.0
10156;3966;4384;99.0;42.0;98.0;42.0
10157;3966;4471;99.0;42.0;99.0;39.0
10158;3966;58;99.0;42.0;96.0;42.0
10159;3967;2252;2.0;81.0;2.0;82.0
10160;3967;3967;2.0;81.0;2.0;81.0
10161;3968;3193;54.0;24.0;54.0;21.0
10162;3968;2424;54.0;24.0;53.0;23.0
10163;3968;2559;54.0;24.0;50.0;24.0
10164;3968;3650;54.0;24.0;55.0;23.0
10165;3969;3142;75.0;64.0;75.0;67.0
10166;3969;2314;75.0;64.0;76.0;64.0
10167;3969;3088;75.0;64.0;75.0;66.0
10168;3969;3969;75.0;64.0;75.0;64.0
10169;3969;4021;75.0;64.0;75.0;61.0
10170;3970;2685;78.0;84.0;78.0;83.0
10171;3970;3970;78.0;84.0;78.0;84.0
10172;3970;4520;78.0;84.0;78.0;82.0
10173;3971;3894;52.0;20.0;54.0;20.0
10174;3971;3971;52.0;20.0;52.0;20.0
10175;3972;3716;73.0;38.0;73.0;31.0
10176;3972;3468;73.0;38.0;73.0;40.0
10177;3972;294;73.0;38.0;73.0;45.0
10178;3972;2531;73.0;38.0;77.0;38.0
10179;3973;2394;99.0;30.0;95.0;30.0
10180;3973;3973;99.0;30.0;99.0;30.0
10181;3973;4216;99.0;30.0;98.0;31.0
10182;3974;2976;42.0;31.0;42.0;36.0
10183;3974;2707;42.0;31.0;42.0;28.0
10184;3974;2870;42.0;31.0;42.0;30.0
10185;3974;3375;42.0;31.0;43.0;31.0
10186;3975;3896;97.0;45.0;91.0;45.0
10187;3975;2333;97.0;45.0;94.0;45.0
10188;3975;2421;97.0;45.0;97.0;46.0
10189;3975;3975;97.0;45.0;97.0;45.0
10190;3975;4310;97.0;45.0;99.0;45.0
10191;3976;2492;48.0;43.0;48.0;36.0
10192;3976;2462;48.0;43.0;51.0;43.0
10193;3976;2642;48.0;43.0;48.0;41.0
10194;3976;3699;48.0;43.0;52.0;43.0
10195;3977;3578;96.0;36.0;93.0;36.0
10196;3977;3250;96.0;36.0;96.0;39.0
10197;3977;3977;96.0;36.0;96.0;36.0
10198;3977;4206;96.0;36.0;96.0;32.0
10199;3977;4377;96.0;36.0;96.0;33.0
10200;3978;2576;4.0;48.0;5.0;48.0
10201;3978;2390;4.0;48.0;4.0;50.0
10202;3978;3000;4.0;48.0;4.0;45.0
10203;3978;3978;4.0;48.0;4.0;48.0
10204;3979;3779;33.0;70.0;33.0;74.0
10205;3979;2743;33.0;70.0;33.0;67.0
10206;3979;3184;33.0;70.0;36.0;70.0
10207;3979;3287;33.0;70.0;31.0;70.0
10208;3980;2871;15.0;76.0;13.0;76.0
10209;3980;2688;15.0;76.0;15.0;77.0
10210;3980;3203;15.0;76.0;18.0;76.0
10211;3980;3980;15.0;76.0;15.0;76.0
10212;3980;4045;15.0;76.0;17.0;76.0
10213;3981;3233;70.0;51.0;70.0;50.0
10214;3981;2274;70.0;51.0;67.0;51.0
10215;3981;2734;70.0;51.0;70.0;47.0
10216;3981;3789;70.0;51.0;69.0;52.0
10217;3982;3227;59.0;67.0;53.0;67.0
10218;3982;4524;59.0;67.0;62.0;67.0
10219;3982;2199;59.0;67.0;59.0;68.0
10220;3982;3982;59.0;67.0;59.0;67.0
10221;3982;4020;59.0;67.0;59.0;69.0
10222;3982;4263;59.0;67.0;56.0;67.0
10223;3982;4500;59.0;67.0;59.0;65.0
10224;3983;2289;88.0;67.0;88.0;64.0
10225;3983;4108;88.0;67.0;88.0;62.0
10226;3983;2417;88.0;67.0;88.0;71.0
10227;3983;2514;88.0;67.0;89.0;67.0
10228;3984;3300;64.0;66.0;64.0;61.0
10229;3984;4362;64.0;66.0;57.0;66.0
10230;3984;2457;64.0;66.0;64.0;59.0
10231;3984;3425;64.0;66.0;65.0;66.0
10232;3985;3862;62.0;75.0;62.0;78.0
10233;3985;4269;62.0;75.0;64.0;75.0
10234;3985;3298;62.0;75.0;66.0;75.0
10235;3985;3985;62.0;75.0;62.0;75.0
10236;3986;3504;93.0;43.0;93.0;48.0
10237;3986;2463;93.0;43.0;93.0;46.0
10238;3986;2428;93.0;43.0;93.0;41.0
10239;3986;2616;93.0;43.0;90.0;43.0
10240;3987;3656;66.0;8.0;66.0;13.0
10241;3987;2168;66.0;8.0;66.0;12.0
10242;3987;3757;66.0;8.0;69.0;8.0
10243;3987;3777;66.0;8.0;66.0;5.0
10244;3988;2643;54.0;54.0;57.0;54.0
10245;3988;2836;54.0;54.0;53.0;54.0
10246;3988;3420;54.0;54.0;50.0;54.0
10247;3988;3988;54.0;54.0;54.0;54.0
10248;3989;2699;121.0;-25.0;121.0;-19.0
10249;3989;4144;121.0;-25.0;123.0;-25.0
10250;3989;3989;121.0;-25.0;121.0;-25.0
10251;3990;2748;56.0;80.0;56.0;82.0
10252;3990;2518;56.0;80.0;54.0;80.0
10253;3990;2709;56.0;80.0;56.0;78.0
10254;3990;3628;56.0;80.0;57.0;80.0
10255;3991;2214;76.0;68.0;83.0;68.0
10256;3991;2106;76.0;68.0;76.0;75.0
10257;3991;2314;76.0;68.0;76.0;64.0
10258;3991;2470;76.0;68.0;76.0;69.0
10259;3992;3907;68.0;7.0;68.0;8.0
10260;3992;815;68.0;7.0;68.0;4.0
10261;3992;3553;68.0;7.0;70.0;7.0
10262;3992;3757;68.0;7.0;69.0;8.0
10263;3993;176;72.0;20.0;72.0;24.0
10264;3993;3932;72.0;20.0;72.0;22.0
10265;3993;2591;72.0;20.0;72.0;21.0
10266;3993;3104;72.0;20.0;73.0;20.0
10267;3994;3879;90.0;34.0;90.0;32.0
10268;3994;2182;90.0;34.0;90.0;35.0
10269;3994;3924;90.0;34.0;91.0;35.0
10270;3994;3994;90.0;34.0;90.0;34.0
10271;3995;2731;42.0;68.0;42.0;67.0
10272;3995;3543;42.0;68.0;42.0;70.0
10273;3995;3274;42.0;68.0;42.0;69.0
10274;3995;3995;42.0;68.0;42.0;68.0
10275;3995;4042;42.0;68.0;41.0;69.0
10276;3995;4168;42.0;68.0;42.0;64.0
10277;3995;4309;42.0;68.0;45.0;68.0
10278;3996;3130;18.0;70.0;18.0;73.0
10279;3996;2604;18.0;70.0;14.0;70.0
10280;3996;2496;18.0;70.0;18.0;71.0
10281;3996;3100;18.0;70.0;15.0;70.0
10282;3997;3746;141.0;34.0;142.0;34.0
10283;3997;3997;141.0;34.0;141.0;34.0
10284;3998;3068;114.0;-11.0;114.0;-16.0
10285;3998;2409;114.0;-11.0;114.0;-13.0
10286;3998;3998;114.0;-11.0;114.0;-11.0
10287;3999;2523;34.0;85.0;34.0;86.0
10288;3999;3725;34.0;85.0;35.0;84.0
10289;3999;3999;34.0;85.0;34.0;85.0
10290;4000;3931;75.0;8.0;75.0;7.0
10291;4000;3356;75.0;8.0;73.0;8.0
10292;4000;4000;75.0;8.0;75.0;8.0
10293;4000;4050;75.0;8.0;74.0;8.0
10294;4001;2879;89.0;11.0;89.0;14.0
10295;4001;4396;89.0;11.0;89.0;18.0
10296;4001;3051;89.0;11.0;89.0;10.0
10297;4001;4001;89.0;11.0;89.0;11.0
10298;4002;3691;27.0;65.0;27.0;63.0
10299;4002;3480;27.0;65.0;28.0;64.0
10300;4002;4002;27.0;65.0;27.0;65.0
10301;4002;4478;27.0;65.0;29.0;65.0
10302;4003;3081;63.0;62.0;63.0;60.0
10303;4003;3159;63.0;62.0;63.0;64.0
10304;4003;4003;63.0;62.0;63.0;62.0
10305;4003;4481;63.0;62.0;62.0;62.0
10306;4004;3464;70.0;-9.0;70.0;-11.0
10307;4004;4004;70.0;-9.0;70.0;-9.0
10308;4005;2834;73.0;67.0;71.0;67.0
10309;4005;2356;73.0;67.0;72.0;67.0
10310;4005;3230;73.0;67.0;73.0;65.0
10311;4005;3589;73.0;67.0;73.0;69.0
10312;4006;2319;39.0;37.0;39.0;33.0
10313;4006;2875;39.0;37.0;43.0;37.0
10314;4006;4006;39.0;37.0;39.0;37.0
10315;4006;4111;39.0;37.0;39.0;41.0
10316;4006;4270;39.0;37.0;39.0;35.0
10317;4007;3241;42.0;47.0;42.0;40.0
10318;4007;68;42.0;47.0;43.0;46.0
10319;4007;2461;42.0;47.0;41.0;48.0
10320;4007;3261;42.0;47.0;42.0;46.0
10321;4008;2679;91.0;62.0;91.0;63.0
10322;4008;3511;91.0;62.0;91.0;61.0
10323;4008;3685;91.0;62.0;90.0;63.0
10324;4008;4008;91.0;62.0;91.0;62.0
10325;4008;4108;91.0;62.0;88.0;62.0
10326;4009;3706;49.0;44.0;52.0;44.0
10327;4009;2267;49.0;44.0;56.0;44.0
10328;4009;2520;49.0;44.0;51.0;44.0
10329;4009;4009;49.0;44.0;49.0;44.0
10330;4009;4031;49.0;44.0;49.0;42.0
10331;4010;2275;31.0;30.0;37.0;30.0
10332;4010;2811;31.0;30.0;31.0;33.0
10333;4010;3001;31.0;30.0;32.0;29.0
10334;4010;3023;31.0;30.0;35.0;30.0
10335;4011;3069;115.0;83.0;115.0;87.0
10336;4011;4170;115.0;83.0;120.0;83.0
10337;4011;4418;115.0;83.0;115.0;86.0
10338;4011;3644;115.0;83.0;116.0;84.0
10339;4012;3674;112.0;44.0;109.0;44.0
10340;4012;4012;112.0;44.0;112.0;44.0
10341;4013;2938;78.0;15.0;77.0;15.0
10342;4013;3134;78.0;15.0;76.0;15.0
10343;4013;4013;78.0;15.0;78.0;15.0
10344;4014;3602;54.0;66.0;54.0;73.0
10345;4014;2672;54.0;66.0;54.0;65.0
10346;4014;4014;54.0;66.0;54.0;66.0
10347;4014;4362;54.0;66.0;57.0;66.0
10348;4015;2904;49.0;70.0;49.0;74.0
10349;4015;2876;49.0;70.0;47.0;70.0
10350;4015;3466;49.0;70.0;49.0;67.0
10351;4015;4015;49.0;70.0;49.0;70.0
10352;4016;3114;48.0;80.0;48.0;83.0
10353;4016;3761;48.0;80.0;45.0;80.0
10354;4016;2885;48.0;80.0;48.0;84.0
10355;4016;3059;48.0;80.0;48.0;78.0
10356;4017;2129;16.0;32.0;19.0;32.0
10357;4017;4204;16.0;32.0;9.0;32.0
10358;4017;2771;16.0;32.0;17.0;33.0
10359;4017;4017;16.0;32.0;16.0;32.0
10360;4018;3942;24.0;45.0;25.0;45.0
10361;4018;202;24.0;45.0;28.0;45.0
10362;4018;4018;24.0;45.0;24.0;45.0
10363;4018;4405;24.0;45.0;26.0;45.0
10364;4018;4414;24.0;45.0;24.0;43.0
10365;4019;3783;37.0;31.0;32.0;31.0
10366;4019;3018;37.0;31.0;33.0;31.0
10367;4019;3442;37.0;31.0;39.0;31.0
10368;4019;2285;37.0;31.0;36.0;32.0
10369;4020;3651;59.0;69.0;59.0;76.0
10370;4020;2199;59.0;69.0;59.0;68.0
10371;4020;2287;59.0;69.0;59.0;73.0
10372;4020;3982;59.0;69.0;59.0;67.0
10373;4021;2861;75.0;61.0;71.0;61.0
10374;4021;2325;75.0;61.0;74.0;62.0
10375;4021;3969;75.0;61.0;75.0;64.0
10376;4021;4021;75.0;61.0;75.0;61.0
10377;4022;3508;96.0;46.0;96.0;44.0
10378;4022;58;96.0;46.0;96.0;42.0
10379;4022;2421;96.0;46.0;97.0;46.0
10380;4022;2745;96.0;46.0;96.0;47.0
10381;4023;2629;84.0;24.0;78.0;24.0
10382;4023;3092;84.0;24.0;83.0;23.0
10383;4023;3309;84.0;24.0;84.0;27.0
10384;4023;4023;84.0;24.0;84.0;24.0
10385;4023;4173;84.0;24.0;84.0;20.0
10386;4023;4197;84.0;24.0;85.0;25.0
10387;4024;242;28.0;48.0;28.0;44.0
10388;4024;202;28.0;48.0;28.0;45.0
10389;4024;268;28.0;48.0;29.0;47.0
10390;4024;2307;28.0;48.0;27.0;48.0
10391;4025;3371;43.0;66.0;43.0;73.0
10392;4025;3618;43.0;66.0;47.0;66.0
10393;4025;4025;43.0;66.0;43.0;66.0
10394;4025;4039;43.0;66.0;44.0;65.0
10395;4025;4228;43.0;66.0;45.0;66.0
10396;4026;2902;58.0;9.0;58.0;14.0
10397;4026;4026;58.0;9.0;58.0;9.0
10398;4026;4289;58.0;9.0;62.0;9.0
10399;4026;4487;58.0;9.0;59.0;9.0
10400;4027;3015;24.0;27.0;22.0;27.0
10401;4027;2985;24.0;27.0;23.0;28.0
10402;4027;3014;24.0;27.0;24.0;24.0
10403;4027;4027;24.0;27.0;24.0;27.0
10404;4028;3583;43.0;42.0;43.0;38.0
10405;4028;68;43.0;42.0;43.0;46.0
10406;4028;2949;43.0;42.0;42.0;42.0
10407;4028;3045;43.0;42.0;44.0;42.0
10408;4029;3560;27.0;66.0;27.0;72.0
10409;4029;4112;27.0;66.0;23.0;66.0
10410;4029;4359;27.0;66.0;31.0;66.0
10411;4029;3691;27.0;66.0;27.0;63.0
10412;4030;3832;87.0;34.0;87.0;29.0
10413;4030;4279;87.0;34.0;87.0;32.0
10414;4030;2255;87.0;34.0;84.0;34.0
10415;4030;3526;87.0;34.0;87.0;33.0
10416;4031;3810;49.0;42.0;54.0;42.0
10417;4031;2642;49.0;42.0;48.0;41.0
10418;4031;4009;49.0;42.0;49.0;44.0
10419;4031;4031;49.0;42.0;49.0;42.0
10420;4032;2481;99.0;57.0;99.0;51.0
10421;4032;2682;99.0;57.0;99.0;55.0
10422;4032;4032;99.0;57.0;99.0;57.0
10423;4032;4071;99.0;57.0;103.0;57.0
10424;4033;3638;36.0;60.0;36.0;56.0
10425;4033;2573;36.0;60.0;36.0;54.0
10426;4033;608;36.0;60.0;36.0;61.0
10427;4033;2326;36.0;60.0;35.0;61.0
10428;4034;3929;5.0;66.0;5.0;68.0
10429;4034;4034;5.0;66.0;5.0;66.0
10430;4035;3608;83.0;32.0;83.0;29.0
10431;4035;4035;83.0;32.0;83.0;32.0
10432;4035;4375;83.0;32.0;82.0;32.0
10433;4036;3688;52.0;77.0;52.0;75.0
10434;4036;4387;52.0;77.0;52.0;73.0
10435;4036;3284;52.0;77.0;52.0;81.0
10436;4036;4036;52.0;77.0;52.0;77.0
10437;4037;3554;63.0;16.0;70.0;16.0
10438;4037;4037;63.0;16.0;63.0;16.0
10439;4038;3603;85.0;60.0;78.0;60.0
10440;4038;3050;85.0;60.0;85.0;63.0
10441;4038;2446;85.0;60.0;85.0;64.0
10442;4038;4038;85.0;60.0;85.0;60.0
10443;4039;3341;44.0;65.0;44.0;63.0
10444;4039;2350;44.0;65.0;45.0;65.0
10445;4039;4025;44.0;65.0;43.0;66.0
10446;4039;4039;44.0;65.0;44.0;65.0
10447;4040;3579;81.0;23.0;81.0;24.0
10448;4040;2324;81.0;23.0;81.0;28.0
10449;4040;3092;81.0;23.0;83.0;23.0
10450;4040;3435;81.0;23.0;81.0;19.0
10451;4041;2590;36.0;69.0;36.0;72.0
10452;4041;3184;36.0;69.0;36.0;70.0
10453;4041;4041;36.0;69.0;36.0;69.0
10454;4042;3400;41.0;69.0;45.0;69.0
10455;4042;3274;41.0;69.0;42.0;69.0
10456;4042;3995;41.0;69.0;42.0;68.0
10457;4042;4042;41.0;69.0;41.0;69.0
10458;4043;3887;79.0;22.0;79.0;27.0
10459;4043;2403;79.0;22.0;79.0;19.0
10460;4043;3585;79.0;22.0;79.0;21.0
10461;4043;3642;79.0;22.0;79.0;18.0
10462;4044;1476;115.0;61.0;115.0;68.0
10463;4044;4044;115.0;61.0;115.0;61.0
10464;4045;2120;17.0;76.0;17.0;73.0
10465;4045;2871;17.0;76.0;13.0;76.0
10466;4045;3203;17.0;76.0;18.0;76.0
10467;4045;3980;17.0;76.0;15.0;76.0
10468;4046;3679;74.0;37.0;69.0;37.0
10469;4046;4082;74.0;37.0;74.0;35.0
10470;4046;686;74.0;37.0;75.0;36.0
10471;4046;2622;74.0;37.0;72.0;37.0
10472;4047;2774;35.0;28.0;35.0;34.0
10473;4047;2739;35.0;28.0;33.0;28.0
10474;4047;3023;35.0;28.0;35.0;30.0
10475;4047;4047;35.0;28.0;35.0;28.0
10476;4047;4451;35.0;28.0;32.0;28.0
10477;4048;3400;45.0;70.0;45.0;69.0
10478;4048;2376;45.0;70.0;44.0;70.0
10479;4048;2876;45.0;70.0;47.0;70.0
10480;4048;3124;45.0;70.0;45.0;72.0
10481;4049;3526;87.0;38.0;87.0;33.0
10482;4049;3428;87.0;38.0;87.0;39.0
10483;4049;3607;87.0;38.0;83.0;38.0
10484;4049;4049;87.0;38.0;87.0;38.0
10485;4049;4210;87.0;38.0;89.0;38.0
10486;4050;3106;74.0;8.0;74.0;4.0
10487;4050;3356;74.0;8.0;73.0;8.0
10488;4050;3931;74.0;8.0;75.0;7.0
10489;4050;4000;74.0;8.0;75.0;8.0
10490;4051;3874;47.0;33.0;50.0;33.0
10491;4051;2546;47.0;33.0;46.0;34.0
10492;4051;3457;47.0;33.0;48.0;33.0
10493;4051;4051;47.0;33.0;47.0;33.0
10494;4051;4122;47.0;33.0;47.0;32.0
10495;4052;2362;1.0;50.0;6.0;50.0
10496;4052;4055;1.0;50.0;5.0;50.0
10497;4052;4107;1.0;50.0;7.0;50.0
10498;4052;4282;1.0;50.0;1.0;46.0
10499;4053;3578;93.0;31.0;93.0;36.0
10500;4053;4089;93.0;31.0;91.0;31.0
10501;4053;4053;93.0;31.0;93.0;31.0
10502;4054;2661;24.0;21.0;24.0;17.0
10503;4054;2239;24.0;21.0;24.0;18.0
10504;4054;3014;24.0;21.0;24.0;24.0
10505;4054;3930;24.0;21.0;21.0;21.0
10506;4055;4052;5.0;50.0;1.0;50.0
10507;4055;2362;5.0;50.0;6.0;50.0
10508;4055;2390;5.0;50.0;4.0;50.0
10509;4055;2576;5.0;50.0;5.0;48.0
10510;4056;3045;39.0;42.0;44.0;42.0
10511;4056;4111;39.0;42.0;39.0;41.0
10512;4056;2613;39.0;42.0;40.0;41.0
10513;4056;2949;39.0;42.0;42.0;42.0
10514;4057;2885;52.0;84.0;48.0;84.0
10515;4057;2485;52.0;84.0;52.0;82.0
10516;4057;3284;52.0;84.0;52.0;81.0
10517;4057;3695;52.0;84.0;51.0;84.0
10518;4058;3890;97.0;87.0;103.0;87.0
10519;4058;4374;97.0;87.0;97.0;88.0
10520;4058;4527;97.0;87.0;97.0;85.0
10521;4058;4058;97.0;87.0;97.0;87.0
